Nome
Ari
Suely
Rivson
Paula Jane
Milena
Richarles
Joselma
Vaninha
João Vitor
Simone
Lene
Natalia
Esposo de Natalia
Becão
Fernando Luna
Alceana
Themistocles
Demosthenes
Adelia
Bernadete
Oliveira
Igor
Marcílio
Esposa Marcílio
Fabiano
Lego
Carmem Lucia
Esposo (Carlos)
Laressa
Paulo André
Irani
Flávia
Janice
Nida
Itinho
Nildo
Thiago
Sandra
Elaine
Amanda
Douglas
Rayana
Silvia
Catiane
Karina
Pato
Thaís
Esposo
Anésia
Isac
Denis
Leão
Wilson
Simone Sá
Nivaldo
Claudio
Aroldo
Rubens
Flávio Arthur
Patrícia
Mauro
Karina (esposa)
Gilvan
Márcia
Filho (Márcia)
Filha (Márcia)
Elizabete (Paula)
José (Paula)
Anselmo (Paula)
